film,filmLabel,imdb_id,tmdb_id,mojo_id,wikipedia_url
http://www.wikidata.org/entity/Q569081,Eye in the Sky,tt0901488,37984,,https://en.wikipedia.org/wiki/Eye_in_the_Sky_(2007_film)
http://www.wikidata.org/entity/Q569189,The Handmaid's Tale,tt0099731,20815,handmaidstale,https://en.wikipedia.org/wiki/The_Handmaid%27s_Tale_(film)
http://www.wikidata.org/entity/Q568464,Murphy's Law,tt0091575,33055,,https://en.wikipedia.org/wiki/Murphy%27s_Law_(film)
http://www.wikidata.org/entity/Q568133,Another Year,tt1431181,44009,anotheryear,https://en.wikipedia.org/wiki/Another_Year_(film)
http://www.wikidata.org/entity/Q568123,Dracula,tt0079073,33521,dracula79,https://en.wikipedia.org/wiki/Dracula_(1979_film)
http://www.wikidata.org/entity/Q588078,Robowar,tt0096000,105927,,https://en.wikipedia.org/wiki/Robowar_(film)
http://www.wikidata.org/entity/Q588080,Scooby-Doo! Curse of the Lake Monster,tt1618435,47533,,https://en.wikipedia.org/wiki/Scooby-Doo!_Curse_of_the_Lake_Monster
http://www.wikidata.org/entity/Q588470,Ernest Goes to Camp,tt0092974,18935,ernestgoestocamp,https://en.wikipedia.org/wiki/Ernest_Goes_to_Camp
http://www.wikidata.org/entity/Q588420,Magnolia,tt0175880,334,magnolia,https://en.wikipedia.org/wiki/Magnolia_(film)
http://www.wikidata.org/entity/Q569281,The Boss of It All,tt0469754,5206,bossofitall,https://en.wikipedia.org/wiki/The_Boss_of_It_All
http://www.wikidata.org/entity/Q588007,Baby Mama,tt0871426,8780,babymama,https://en.wikipedia.org/wiki/Baby_Mama_(film)
http://www.wikidata.org/entity/Q588464,The Message,tt0074896,26842,,https://en.wikipedia.org/wiki/The_Message_(1976_film)
http://www.wikidata.org/entity/Q569941,Due Date,tt1231583,41733,duedate,https://en.wikipedia.org/wiki/Due_Date
http://www.wikidata.org/entity/Q569218,The Rainbow Warrior,tt0105216,290745,,https://en.wikipedia.org/wiki/The_Rainbow_Warrior_(film)
http://www.wikidata.org/entity/Q587891,Dead Man Walking,tt0112818,687,deadmanwalking,https://en.wikipedia.org/wiki/Dead_Man_Walking_(film)
http://www.wikidata.org/entity/Q588357,Lola,tt0064598,77925,,https://en.wikipedia.org/wiki/Lola_(1970_film)
http://www.wikidata.org/entity/Q569372,Into Great Silence,tt0478160,11225,intogreatsilence,https://en.wikipedia.org/wiki/Into_Great_Silence
http://www.wikidata.org/entity/Q569321,Love the Hard Way,tt0263671,39125,,https://en.wikipedia.org/wiki/Love_the_Hard_Way
http://www.wikidata.org/entity/Q587973,Breakthrough,tt0078320,10841,,https://en.wikipedia.org/wiki/Breakthrough_(1979_film)
http://www.wikidata.org/entity/Q569467,You Stupid Man,tt0271882,24080,,https://en.wikipedia.org/wiki/You_Stupid_Man
http://www.wikidata.org/entity/Q588101,Tehilim,tt0816672,126682,,https://en.wikipedia.org/wiki/Tehilim_(film)
http://www.wikidata.org/entity/Q281853,Naqoyqatsi,tt0145937,21925,naqoyqatsi,https://en.wikipedia.org/wiki/Naqoyqatsi
http://www.wikidata.org/entity/Q567996,Another Earth,tt1549572,55420,anotherearth,https://en.wikipedia.org/wiki/Another_Earth
http://www.wikidata.org/entity/Q469218,Malpertuis,tt0067386,46362,,https://en.wikipedia.org/wiki/Malpertuis_(film)
http://www.wikidata.org/entity/Q281809,Qualquer Gato Vira-Lata,tt1730133,74053,,https://en.wikipedia.org/wiki/Qualquer_Gato_Vira-Lata
http://www.wikidata.org/entity/Q566834,The Grey Zone,tt0252480,15192,greyzone,https://en.wikipedia.org/wiki/The_Grey_Zone
http://www.wikidata.org/entity/Q565623,Kill Your Darlings,tt1311071,157370,killyourdarlings,https://en.wikipedia.org/wiki/Kill_Your_Darlings_(2013_film)
http://www.wikidata.org/entity/Q166214,Lay the Favorite,tt1132449,84305,laythefavorite,https://en.wikipedia.org/wiki/Lay_the_Favorite
http://www.wikidata.org/entity/Q282064,The Three Brothers,tt0114732,37653,,https://en.wikipedia.org/wiki/The_Three_Brothers_(film)
http://www.wikidata.org/entity/Q166262,Batman Begins,tt0372784,272,batmanbegins,https://en.wikipedia.org/wiki/Batman_Begins
http://www.wikidata.org/entity/Q469639,Escape from the Planet of the Apes,tt0067065,1687,escapefromtheplanetoftheapes,https://en.wikipedia.org/wiki/Escape_from_the_Planet_of_the_Apes
http://www.wikidata.org/entity/Q468700,The Fly,tt0091064,9426,fly,https://en.wikipedia.org/wiki/The_Fly_(1986_film)
http://www.wikidata.org/entity/Q282199,Blood In Blood Out,tt0106469,9702,boundbyhonor,https://en.wikipedia.org/wiki/Blood_In_Blood_Out
http://www.wikidata.org/entity/Q566406,Maladolescenza,tt0076749,46853,,https://en.wikipedia.org/wiki/Maladolescenza
http://www.wikidata.org/entity/Q166249,The Second Time,tt0114374,144622,,https://en.wikipedia.org/wiki/The_Second_Time_(film)
http://www.wikidata.org/entity/Q567598,A Woman in Berlin,tt1035730,12832,womaninberlin,https://en.wikipedia.org/wiki/A_Woman_in_Berlin_(film)
http://www.wikidata.org/entity/Q281830,Disgrace,tt0445953,12411,disgrace,https://en.wikipedia.org/wiki/Disgrace_(2008_film)
http://www.wikidata.org/entity/Q567298,The Last Trapper,tt0395514,13678,,https://en.wikipedia.org/wiki/The_Last_Trapper
http://www.wikidata.org/entity/Q566890,Annie,tt0083564,15739,annie,https://en.wikipedia.org/wiki/Annie_(1982_film)
http://www.wikidata.org/entity/Q281480,Lock Up,tt0097770,9972,lockup,https://en.wikipedia.org/wiki/Lock_Up_(1989_film)
http://www.wikidata.org/entity/Q468868,The Return of the Tall Blond Man with One Black Shoe,tt0072080,10939,,https://en.wikipedia.org/wiki/The_Return_of_the_Tall_Blond_Man_with_One_Black_Shoe
http://www.wikidata.org/entity/Q282167,A Matter of Size,tt1258123,35856,,https://en.wikipedia.org/wiki/A_Matter_of_Size
http://www.wikidata.org/entity/Q282069,A Perfect Murder,tt0120787,1965,perfectmurder,https://en.wikipedia.org/wiki/A_Perfect_Murder
http://www.wikidata.org/entity/Q567579,Kebab Connection,tt0177882,2004,,https://en.wikipedia.org/wiki/Kebab_Connection
http://www.wikidata.org/entity/Q567936,Whore,tt0103253,20712,whore,https://en.wikipedia.org/wiki/Whore_(1991_film)
http://www.wikidata.org/entity/Q567072,Bull Durham,tt0094812,287,bulldurham,https://en.wikipedia.org/wiki/Bull_Durham
http://www.wikidata.org/entity/Q567975,Another Country,tt0086904,31939,anothercountry,https://en.wikipedia.org/wiki/Another_Country_(1984_film)
http://www.wikidata.org/entity/Q282372,City Heat,tt0087062,16969,cityheat,https://en.wikipedia.org/wiki/City_Heat
http://www.wikidata.org/entity/Q468660,Black Snake Moan,tt0462200,7874,blacksnakemoan,https://en.wikipedia.org/wiki/Black_Snake_Moan_(film)
http://www.wikidata.org/entity/Q166119,If You Are the One 2,tt1810602,56540,,https://en.wikipedia.org/wiki/If_You_Are_the_One_2
http://www.wikidata.org/entity/Q281773,How Dark the Nights Are on the Black Sea,tt0098574,389862,,https://en.wikipedia.org/wiki/How_Dark_the_Nights_Are_on_the_Black_Sea
http://www.wikidata.org/entity/Q282087,Vieni avanti cretino,tt0167479,37501,,https://en.wikipedia.org/wiki/Vieni_avanti_cretino
http://www.wikidata.org/entity/Q281988,The Sacrifice,tt0091670,24657,,https://en.wikipedia.org/wiki/The_Sacrifice_(1986_film)
http://www.wikidata.org/entity/Q567577,The League of Extraordinary Gentlemen,tt0311429,8698,leagueofextraordinarygentlemen,https://en.wikipedia.org/wiki/The_League_of_Extraordinary_Gentlemen_(film)
http://www.wikidata.org/entity/Q565293,Anne Frank: The Whole Story,tt0246430,,,https://en.wikipedia.org/wiki/Anne_Frank:_The_Whole_Story
http://www.wikidata.org/entity/Q282041,Singles,tt0105415,11068,singles,https://en.wikipedia.org/wiki/Singles_(1992_film)
http://www.wikidata.org/entity/Q468697,Run Lola Run,tt0130827,104,runlolarun,https://en.wikipedia.org/wiki/Run_Lola_Run
http://www.wikidata.org/entity/Q468703,The Fly II,tt0097368,10344,fly2,https://en.wikipedia.org/wiki/The_Fly_II
http://www.wikidata.org/entity/Q167265,Dear America: Letters Home from Vietnam,tt0092851,61777,,https://en.wikipedia.org/wiki/Dear_America:_Letters_Home_from_Vietnam
http://www.wikidata.org/entity/Q166870,The Sweeney,tt0857190,116613,thesweeney,https://en.wikipedia.org/wiki/The_Sweeney_(2012_film)
http://www.wikidata.org/entity/Q570481,What Lies Beneath,tt0161081,2655,whatliesbeneath,https://en.wikipedia.org/wiki/What_Lies_Beneath
http://www.wikidata.org/entity/Q470585,Lammbock,tt0258760,1583,,https://en.wikipedia.org/wiki/Lammbock
http://www.wikidata.org/entity/Q166696,The Baader Meinhof Complex,tt0765432,6968,baadermeinhofcomplex,https://en.wikipedia.org/wiki/The_Baader_Meinhof_Complex
http://www.wikidata.org/entity/Q470499,Blood and Wine,tt0115710,31640,bloodandwine,https://en.wikipedia.org/wiki/Blood_and_Wine
http://www.wikidata.org/entity/Q470507,Unleashed,tt0342258,10027,unleashed,https://en.wikipedia.org/wiki/Unleashed_(2005_film)
http://www.wikidata.org/entity/Q283799,xXx,tt0295701,7451,xxx,https://en.wikipedia.org/wiki/XXX_(2002_film)
http://www.wikidata.org/entity/Q167369,Ultraman Zero: The Revenge of Belial,tt1682376,103510,,https://en.wikipedia.org/wiki/Ultraman_Zero:_The_Revenge_of_Belial
http://www.wikidata.org/entity/Q470624,Sliding Doors,tt0120148,10215,slidingdoors,https://en.wikipedia.org/wiki/Sliding_Doors
http://www.wikidata.org/entity/Q283696,XXX: State of the Union,tt0329774,11679,xxx2,https://en.wikipedia.org/wiki/XXX:_State_of_the_Union
http://www.wikidata.org/entity/Q570526,Luna Papa,tt0170259,10573,,https://en.wikipedia.org/wiki/Luna_Papa
http://www.wikidata.org/entity/Q570483,In a Year of 13 Moons,tt0077729,42206,,https://en.wikipedia.org/wiki/In_a_Year_of_13_Moons
http://www.wikidata.org/entity/Q283734,Sex: The Annabel Chong Story,tt0181810,51182,,https://en.wikipedia.org/wiki/Sex:_The_Annabel_Chong_Story
http://www.wikidata.org/entity/Q166960,Turkish Delight,tt0070842,21035,,https://en.wikipedia.org/wiki/Turkish_Delight_(1973_film)
http://www.wikidata.org/entity/Q283944,Jodi Breakers,tt2191721,84877,jodibreakers,https://en.wikipedia.org/wiki/Jodi_Breakers
http://www.wikidata.org/entity/Q283932,Machine Gun Preacher,tt1586752,45610,machinegunpreacher,https://en.wikipedia.org/wiki/Machine_Gun_Preacher
http://www.wikidata.org/entity/Q284084,On War,tt1064861,40007,,https://en.wikipedia.org/wiki/On_War_(film)
http://www.wikidata.org/entity/Q570125,I Hired a Contract Killer,tt0099818,7975,,https://en.wikipedia.org/wiki/I_Hired_a_Contract_Killer
http://www.wikidata.org/entity/Q283586,The Master,tt1560747,68722,themaster,https://en.wikipedia.org/wiki/The_Master_(2012_film)
http://www.wikidata.org/entity/Q570567,Last Tango in Paris,tt0070849,1643,lasttangoinparis,https://en.wikipedia.org/wiki/Last_Tango_in_Paris
http://www.wikidata.org/entity/Q283555,Talaash: The Answer Lies Within,tt1787988,86004,talaash,https://en.wikipedia.org/wiki/Talaash:_The_Answer_Lies_Within
http://www.wikidata.org/entity/Q470393,The Fourth Angel,tt0254334,57047,,https://en.wikipedia.org/wiki/The_Fourth_Angel
http://www.wikidata.org/entity/Q570417,Without Limits,tt0119934,22256,withoutlimits,https://en.wikipedia.org/wiki/Without_Limits
http://www.wikidata.org/entity/Q570221,"Reuben, Reuben",tt0084591,31944,reubenreuben,"https://en.wikipedia.org/wiki/Reuben,_Reuben"
http://www.wikidata.org/entity/Q284086,Kicking & Screaming,tt0384642,9981,kickingandscreaming,https://en.wikipedia.org/wiki/Kicking_%26_Screaming_(2005_film)
http://www.wikidata.org/entity/Q166716,Universal Soldier: Day of Reckoning,tt1659343,122857,universalsoldier2012,https://en.wikipedia.org/wiki/Universal_Soldier:_Day_of_Reckoning
http://www.wikidata.org/entity/Q167051,The Dark Side of the Sun,tt0118930,26642,,https://en.wikipedia.org/wiki/The_Dark_Side_of_the_Sun_(film)
http://www.wikidata.org/entity/Q166734,City on Fire,tt0078976,140648,cityonfire,https://en.wikipedia.org/wiki/City_on_Fire_(1979_film)
http://www.wikidata.org/entity/Q470584,The Four Musketeers,tt0073012,12310,,https://en.wikipedia.org/wiki/The_Four_Musketeers_(1974_film)
http://www.wikidata.org/entity/Q470407,I Am Number Four,tt1464540,46529,iamnumberfour,https://en.wikipedia.org/wiki/I_Am_Number_Four_(film)
http://www.wikidata.org/entity/Q283816,Mr. Nanny,tt0107612,19371,mrnanny,https://en.wikipedia.org/wiki/Mr._Nanny
http://www.wikidata.org/entity/Q570566,Happy End,tt0332281,29079,,https://en.wikipedia.org/wiki/Happy_End_(2003_film)
http://www.wikidata.org/entity/Q570004,Apt Pupil,tt0118636,9445,aptpupil,https://en.wikipedia.org/wiki/Apt_Pupil_(film)
http://www.wikidata.org/entity/Q470374,The Big Boss,tt0067824,12481,,https://en.wikipedia.org/wiki/The_Big_Boss
http://www.wikidata.org/entity/Q167374,Lakeview Terrace,tt0947802,13279,lakeviewterrace,https://en.wikipedia.org/wiki/Lakeview_Terrace
http://www.wikidata.org/entity/Q570026,Global Metal,tt1249171,16919,,https://en.wikipedia.org/wiki/Global_Metal
http://www.wikidata.org/entity/Q167411,The Counterfeiters,tt0813547,7862,counterfeiters,https://en.wikipedia.org/wiki/The_Counterfeiters_(2007_film)
http://www.wikidata.org/entity/Q589001,Trinity Is Still My Name,tt0068154,11829,,https://en.wikipedia.org/wiki/Trinity_Is_Still_My_Name
http://www.wikidata.org/entity/Q590252,Jack Reacher,tt0790724,75780,oneshot,https://en.wikipedia.org/wiki/Jack_Reacher_(film)
http://www.wikidata.org/entity/Q589713,The Good Son,tt0107034,9272,goodson,https://en.wikipedia.org/wiki/The_Good_Son_(film)
http://www.wikidata.org/entity/Q589953,A Royal Affair,tt1276419,88273,aroyalaffair,https://en.wikipedia.org/wiki/A_Royal_Affair
http://www.wikidata.org/entity/Q589871,Phase IV,tt0070531,59189,,https://en.wikipedia.org/wiki/Phase_IV_(1974_film)
http://www.wikidata.org/entity/Q589203,One Missed Call,tt0479968,6933,onemissedcall,https://en.wikipedia.org/wiki/One_Missed_Call_(2008_film)
http://www.wikidata.org/entity/Q590242,Fever,tt0082374,220376,,https://en.wikipedia.org/wiki/Fever_(1981_film)
http://www.wikidata.org/entity/Q590308,The Other Conquest,tt0175996,89540,otherconquest,https://en.wikipedia.org/wiki/The_Other_Conquest
http://www.wikidata.org/entity/Q589688,The White Planet,tt0474297,50543,,https://en.wikipedia.org/wiki/The_White_Planet
http://www.wikidata.org/entity/Q590141,Fading of the Cries,tt1262406,42916,,https://en.wikipedia.org/wiki/Fading_of_the_Cries
http://www.wikidata.org/entity/Q590088,The Red Eagle,tt1743711,50583,,https://en.wikipedia.org/wiki/The_Red_Eagle
http://www.wikidata.org/entity/Q590352,Wild Child,tt1024255,13971,wildchild,https://en.wikipedia.org/wiki/Wild_Child_(film)
http://www.wikidata.org/entity/Q471628,The Barber of Siberia,tt0120125,51300,,https://en.wikipedia.org/wiki/The_Barber_of_Siberia
http://www.wikidata.org/entity/Q572437,Don't Say a Word,tt0260866,12103,dontsayaword,https://en.wikipedia.org/wiki/Don%27t_Say_a_Word
http://www.wikidata.org/entity/Q169564,Carnage,tt1692486,72113,carnage2011,https://en.wikipedia.org/wiki/Carnage_(2011_film)
http://www.wikidata.org/entity/Q572440,Monsieur Verdoux,tt0039631,30588,,https://en.wikipedia.org/wiki/Monsieur_Verdoux
http://www.wikidata.org/entity/Q169996,Stormbreaker,tt0457495,9978,stormbreaker,https://en.wikipedia.org/wiki/Stormbreaker_(film)
http://www.wikidata.org/entity/Q471596,The Lucky Ones,tt0981072,16005,luckyones,https://en.wikipedia.org/wiki/The_Lucky_Ones_(film)
http://www.wikidata.org/entity/Q288098,Murder by Death,tt0074937,6037,murderbydeath,https://en.wikipedia.org/wiki/Murder_by_Death
http://www.wikidata.org/entity/Q288150,David Fonseca,tt0463998,1646,freedomwriters,https://en.wikipedia.org/wiki/Freedom_Writers
http://www.wikidata.org/entity/Q288138,Gordy,tt0113199,47867,gordy,https://en.wikipedia.org/wiki/Gordy
http://www.wikidata.org/entity/Q471716,Barry Lyndon,tt0072684,3175,,https://en.wikipedia.org/wiki/Barry_Lyndon
http://www.wikidata.org/entity/Q471569,The Edge of Love,tt0819714,14061,,https://en.wikipedia.org/wiki/The_Edge_of_Love
http://www.wikidata.org/entity/Q170035,Ratatouille,tt0382932,2062,ratatouille,https://en.wikipedia.org/wiki/Ratatouille_(film)
http://www.wikidata.org/entity/Q470692,The Beach,tt0163978,1907,beachthe,https://en.wikipedia.org/wiki/The_Beach_(film)
http://www.wikidata.org/entity/Q470657,Effi Briest,tt0071458,706,,https://en.wikipedia.org/wiki/Effi_Briest_(1974_film)
http://www.wikidata.org/entity/Q284229,You've Got Mail,tt0128853,9489,youvegotmail,https://en.wikipedia.org/wiki/You%27ve_Got_Mail
http://www.wikidata.org/entity/Q284507,Dead Mary,tt0892047,16208,,https://en.wikipedia.org/wiki/Dead_Mary
http://www.wikidata.org/entity/Q284891,Drawing Restraint 9,tt0446685,34787,drawingrestraint9,https://en.wikipedia.org/wiki/Drawing_Restraint_9
http://www.wikidata.org/entity/Q470759,Kung Fu Hustle,tt0373074,9470,kungfuhustle,https://en.wikipedia.org/wiki/Kung_Fu_Hustle
http://www.wikidata.org/entity/Q167834,Miss Firecracker,tt0097892,39197,missfirecracker,https://en.wikipedia.org/wiki/Miss_Firecracker
http://www.wikidata.org/entity/Q284656,Green Street 2: Stand Your Ground,tt1300853,15809,,https://en.wikipedia.org/wiki/Green_Street_2:_Stand_Your_Ground
http://www.wikidata.org/entity/Q284103,Water Drops on Burning Rocks,tt0211387,12480,,https://en.wikipedia.org/wiki/Water_Drops_on_Burning_Rocks
http://www.wikidata.org/entity/Q284577,Waiter!,tt0085576,75996,,https://en.wikipedia.org/wiki/Waiter!
http://www.wikidata.org/entity/Q284575,Out of Bounds,tt0276053,59211,,https://en.wikipedia.org/wiki/Out_of_Bounds_(2003_film)
http://www.wikidata.org/entity/Q470652,Trapped in Paradise,tt0111477,23719,trappedinparadise,https://en.wikipedia.org/wiki/Trapped_in_Paradise
http://www.wikidata.org/entity/Q284917,Voyage of the Damned,tt0075406,75641,voyageofthedamned,https://en.wikipedia.org/wiki/Voyage_of_the_Damned
http://www.wikidata.org/entity/Q167437,The Jackal,tt0119395,4824,jackal,https://en.wikipedia.org/wiki/The_Jackal_(1997_film)
http://www.wikidata.org/entity/Q167432,A Simple Life,tt2008006,91186,,https://en.wikipedia.org/wiki/A_Simple_Life
http://www.wikidata.org/entity/Q470645,A Bird of the Air,tt0448022,70736,abirdoftheair,https://en.wikipedia.org/wiki/A_Bird_of_the_Air
http://www.wikidata.org/entity/Q284162,Barbie in 'A Christmas Carol',tt1314715,13459,,https://en.wikipedia.org/wiki/Barbie_in_a_Christmas_Carol
http://www.wikidata.org/entity/Q284870,Death Warrant,tt0099385,17466,deathwarrant,https://en.wikipedia.org/wiki/Death_Warrant_(film)
http://www.wikidata.org/entity/Q168010,City of Angels,tt0120632,795,cityofangels,https://en.wikipedia.org/wiki/City_of_Angels_(film)
http://www.wikidata.org/entity/Q167726,Jurassic Park,tt0107290,329,jurassicpark,https://en.wikipedia.org/wiki/Jurassic_Park_(film)
http://www.wikidata.org/entity/Q167687,Music from Another Room,tt0119734,39424,musicfromanotherroom,https://en.wikipedia.org/wiki/Music_from_Another_Room_(film)
http://www.wikidata.org/entity/Q284184,Ra.One,tt1562871,41517,raone,https://en.wikipedia.org/wiki/Ra.One
http://www.wikidata.org/entity/Q284333,Where the Day Takes You,tt0105810,17736,wherethedaytakesyou,https://en.wikipedia.org/wiki/Where_the_Day_Takes_You
http://www.wikidata.org/entity/Q470719,The Butterfly,tt0329485,45699,,https://en.wikipedia.org/wiki/The_Butterfly_(2002_film)
http://www.wikidata.org/entity/Q590444,LOL,tt1592873,80271,,https://en.wikipedia.org/wiki/LOL_(2012_film)
http://www.wikidata.org/entity/Q570966,The Little Thief,tt0098087,8768,littlethief,https://en.wikipedia.org/wiki/The_Little_Thief
http://www.wikidata.org/entity/Q590869,The Bachelor,tt0120596,2020,bachelor,https://en.wikipedia.org/wiki/The_Bachelor_(1999_film)
http://www.wikidata.org/entity/Q590476,Sodoma's Ghost,tt0095132,47453,,https://en.wikipedia.org/wiki/Sodoma%27s_Ghost
http://www.wikidata.org/entity/Q591175,The Life of David Gale,tt0289992,11615,lifeofdavidgale,https://en.wikipedia.org/wiki/The_Life_of_David_Gale
http://www.wikidata.org/entity/Q590813,All About Steve,tt0881891,23706,allaboutsteve,https://en.wikipedia.org/wiki/All_About_Steve
http://www.wikidata.org/entity/Q590634,Il vento fa il suo giro,tt0483206,55717,,https://en.wikipedia.org/wiki/The_Wind_Blows_Round
http://www.wikidata.org/entity/Q470806,The Professional,tt0082949,1672,,https://en.wikipedia.org/wiki/The_Professional_(1981_film)
http://www.wikidata.org/entity/Q570652,Get Smart,tt0425061,11665,getsmart,https://en.wikipedia.org/wiki/Get_Smart_(film)
http://www.wikidata.org/entity/Q590946,We're Going to Eat You,tt0080636,39865,,https://en.wikipedia.org/wiki/We%27re_Going_to_Eat_You
http://www.wikidata.org/entity/Q590570,Mala Noche,tt0089537,383,malanoche07,https://en.wikipedia.org/wiki/Mala_Noche
http://www.wikidata.org/entity/Q470771,From Hell,tt0120681,768,fromhell,https://en.wikipedia.org/wiki/From_Hell_(film)
http://www.wikidata.org/entity/Q590484,Sunset,tt0096193,38560,sunset,https://en.wikipedia.org/wiki/Sunset_(1988_film)
http://www.wikidata.org/entity/Q590397,La Carapate,tt0077295,61864,,https://en.wikipedia.org/wiki/La_Carapate
http://www.wikidata.org/entity/Q570847,Korczak,tt0099949,47430,,https://en.wikipedia.org/wiki/Korczak_(film)
http://www.wikidata.org/entity/Q570609,Swimming Pool,tt0283027,11376,,https://en.wikipedia.org/wiki/Swimming_Pool_(2001_film)
http://www.wikidata.org/entity/Q570967,Momo,tt0091537,2265,,https://en.wikipedia.org/wiki/Momo_(1986_film)
http://www.wikidata.org/entity/Q590415,Brass Target,tt0077272,72412,brasstarget,https://en.wikipedia.org/wiki/Brass_Target
http://www.wikidata.org/entity/Q570973,Ripley Under Ground,tt0219171,39127,,https://en.wikipedia.org/wiki/Ripley_Under_Ground_(film)
http://www.wikidata.org/entity/Q590701,To Die For,tt0114681,577,todiefor,https://en.wikipedia.org/wiki/To_Die_For
http://www.wikidata.org/entity/Q571032,Django Unchained,tt1853728,68718,djangounchained,https://en.wikipedia.org/wiki/Django_Unchained
http://www.wikidata.org/entity/Q570780,The Truth About Charlie,tt0270707,13440,truthaboutcharlie,https://en.wikipedia.org/wiki/The_Truth_About_Charlie
http://www.wikidata.org/entity/Q571014,The Last Days,tt0174852,20595,lastdays,https://en.wikipedia.org/wiki/The_Last_Days
http://www.wikidata.org/entity/Q571139,The Mechanik,tt0435696,26116,,https://en.wikipedia.org/wiki/The_Mechanik
http://www.wikidata.org/entity/Q591953,Dance with Me,tt0120576,17915,dancewithme,https://en.wikipedia.org/wiki/Dance_with_Me_(1998_film)
http://www.wikidata.org/entity/Q285118,Ekk Deewana Tha,tt2126282,91310,,https://en.wikipedia.org/wiki/Ekk_Deewana_Tha
http://www.wikidata.org/entity/Q591780,Chocolat,tt0094868,41951,,https://en.wikipedia.org/wiki/Chocolat_(1988_film)
http://www.wikidata.org/entity/Q592300,My Best Fiend,tt0200849,8672,,https://en.wikipedia.org/wiki/My_Best_Fiend
http://www.wikidata.org/entity/Q571480,The Good Night,tt0484111,13501,goodnight,https://en.wikipedia.org/wiki/The_Good_Night
http://www.wikidata.org/entity/Q471159,Born on the Fourth of July,tt0096969,2604,bornonthefourthofjuly,https://en.wikipedia.org/wiki/Born_on_the_Fourth_of_July_(film)
http://www.wikidata.org/entity/Q285020,The Lost City,tt0343996,9700,lostcity,https://en.wikipedia.org/wiki/The_Lost_City_(2005_film)
http://www.wikidata.org/entity/Q286868,Noah,tt1959490,86834,noah,https://en.wikipedia.org/wiki/Noah_(2014_film)
http://www.wikidata.org/entity/Q285584,Just Visiting,tt0189192,56715,justvisiting,https://en.wikipedia.org/wiki/Just_Visiting_(film)
http://www.wikidata.org/entity/Q470891,Demolition Man,tt0106697,9739,demolitionman,https://en.wikipedia.org/wiki/Demolition_Man_(film)
http://www.wikidata.org/entity/Q471054,The Amityville Horror,tt0384806,10065,amityvillehorror05,https://en.wikipedia.org/wiki/The_Amityville_Horror_(2005_film)
http://www.wikidata.org/entity/Q571309,Undertow,tt0360130,16131,undertow,https://en.wikipedia.org/wiki/Undertow_(2004_film)
http://www.wikidata.org/entity/Q286132,Red Corner,tt0119994,9407,redcorner,https://en.wikipedia.org/wiki/Red_Corner
http://www.wikidata.org/entity/Q168849,Proof of Life,tt0228750,11983,proofoflife,https://en.wikipedia.org/wiki/Proof_of_Life
http://www.wikidata.org/entity/Q591880,The Lovebirds,tt1010020,586554,,https://en.wikipedia.org/wiki/The_Lovebirds_(2007_film)
http://www.wikidata.org/entity/Q285024,The Frog Prince,tt0087300,95023,,https://en.wikipedia.org/wiki/The_Frog_Prince_(1985_film)
http://www.wikidata.org/entity/Q571164,Eight Below,tt0397313,9036,antarctica,https://en.wikipedia.org/wiki/Eight_Below
http://www.wikidata.org/entity/Q168853,Factotum,tt0417658,10475,factotum,https://en.wikipedia.org/wiki/Factotum_(film)
http://www.wikidata.org/entity/Q470905,"Religion, Inc",tt0098185,59864,,https://en.wikipedia.org/wiki/A_Fool_and_His_Money_(1989_film)
http://www.wikidata.org/entity/Q285677,Asiris Nuna,tt0479767,25729,,https://en.wikipedia.org/wiki/Asiris_Nuna
http://www.wikidata.org/entity/Q571183,Out of Sight,tt0120780,1389,outofsight,https://en.wikipedia.org/wiki/Out_of_Sight
http://www.wikidata.org/entity/Q286141,Reclaim Your Brain,tt0810868,1912,,https://en.wikipedia.org/wiki/Reclaim_Your_Brain
http://www.wikidata.org/entity/Q571505,Fox and His Friends,tt0072976,42254,,https://en.wikipedia.org/wiki/Fox_and_His_Friends
http://www.wikidata.org/entity/Q169012,In Her Shoes,tt0388125,11931,inhershoes,https://en.wikipedia.org/wiki/In_Her_Shoes_(film)
http://www.wikidata.org/entity/Q168821,The Hoax,tt0462338,9903,hoax,https://en.wikipedia.org/wiki/The_Hoax
http://www.wikidata.org/entity/Q168862,Wonder Boys,tt0185014,11004,wonderboys,https://en.wikipedia.org/wiki/Wonder_Boys_(film)
http://www.wikidata.org/entity/Q286830,Friday the 13th: A New Beginning,tt0089173,9731,friday13th5,https://en.wikipedia.org/wiki/Friday_the_13th:_A_New_Beginning
http://www.wikidata.org/entity/Q591556,Anger Management,tt0305224,9506,angermanagement,https://en.wikipedia.org/wiki/Anger_Management_(film)
http://www.wikidata.org/entity/Q285806,Letters from a Killer,tt0119522,38017,,https://en.wikipedia.org/wiki/Letters_from_a_Killer
http://www.wikidata.org/entity/Q571053,Until the End of the World,tt0101458,10341,untiltheendoftheworld,https://en.wikipedia.org/wiki/Until_the_End_of_the_World
http://www.wikidata.org/entity/Q571167,Little Lord Fauntleroy,tt0081062,38602,,https://en.wikipedia.org/wiki/Little_Lord_Fauntleroy_(1980_film)
http://www.wikidata.org/entity/Q286755,The Best Man,tt0430919,27594,,https://en.wikipedia.org/wiki/The_Best_Man_(2005_film)
http://www.wikidata.org/entity/Q286757,Les Dalton,tt0368668,10870,,https://en.wikipedia.org/wiki/Les_Dalton_(film)
